PopupChinese.com – New HSK Level 6,,,,,
序号,词汇,繁体,拼音,英文翻译,词性
559,分寸,分寸,fen1cun4,sense of propriety,noun
560,吩咐,吩咐,fen1fu4,behest,noun
561,分红,分紅,fen1hong2,dividend,noun
562,分解,分解,fen1jie3,to break down,verb
563,分裂,分裂,fen1lie4,abruption,noun
564,分泌,分泌,fen1mi4,to secrete,verb
565,分明,分明,fen1ming2,distinct,adjective
566,分歧,分歧,fen1qi2,bifurcation,noun
567,分散,分散,fen1san4,to disperse,verb
568,分手,分手,fen1shou3,to break up,verb
569,坟墓,墳墓,fen2mu4,grave,noun
570,粉末,粉末,fen3mo4,powder,noun
571,粉色,粉色,fen3se4,pink,noun
572,粉碎,粉碎,fen3sui4,comminution,noun
573,分量,分量,fen4liang4,component,noun
574,风暴,風暴,feng1bao4,storm,noun
575,封闭,封閉,feng1bi4,to obturate,verb
576,风度,風度,feng1du4,grace,noun
577,风光,風光,feng1guang1,sight,noun
578,封建,封建,feng1jian4,feudalism,noun
579,丰满,豐滿,feng1man3,plump,adjective
580,风气,風氣,feng1qi4,common practice,noun
581,风趣,風趣,feng1qu4,wit,noun
582,丰盛,豐盛,feng1sheng3,sumptuous,adjective
583,丰收,豐收,feng1shou1,bumper harvest,noun
584,封锁,封鎖,feng1suo3,to blockade,verb
585,风土人情,風土人情,feng1tu3ren2qing2,local customs,noun
586,风味,風味,feng1wei4,zest,noun
587,锋利,鋒利,feng1li4,sharp,adjective
588,逢,逢,feng2,to meet,verb
589,奉献,奉獻,feng4xian4,dedication,noun
590,否决,否決,fou3jue2,to veto,verb
591,夫人,夫人,fu1ren2,madam,noun
592,敷衍,敷衍,fu1yan3,perfunctory,adjective
593,幅度,幅度,fu2du4,range,noun
594,符号,符號,fu2hao4,sign,noun
595,福利,福利,fu2li4,welfare,noun
596,俘虏,俘虜,fu2lu3,to captive,verb
597,服气,服氣,fu2qi4,convinced,adjective
598,福气,福氣,fu2qi4,felicity,noun
599,辐射,輻射,fu2she4,radiation,noun
600,腐败,腐敗,fu3bai4,corruption,noun
601,腐烂,腐爛,fu3lan4,to decay,verb
602,腐蚀,腐蝕,fu3shi2,to canker,verb
603,腐朽,腐朽,fu3xiu3,to molder,verb
604,抚养,撫養,fu3yang3,to bring up,verb
605,俯仰,俯仰,fu3yang3,pitching,noun
606,辅助,輔助,fu3zhu4,to assist,verb
607,副,副,fu4,secondary,adjective
608,负担,負擔,fu4dan1,burden,noun
609,覆盖,覆蓋,fu4gai4,to cover,verb
610,附和,附和,fu4he4,to echo,verb
611,复活,復活,fu4huo2,to relive,verb
612,附件,附件,fu4jian4,accessory,noun
613,附属,附屬,fu4shu4,subsidiary,adjective
614,腹泻,腹瀉,fu4xie4,diarrhea,noun
615,复兴,復興,fu4xing1,revival,noun
616,赋予,賦予,fu4yu3,to endow,verb
617,富裕,富裕,fu4yu4,rich,adjective
618,副作用,副作用,fu4zuo4yong4,side effect,noun
619,改良,改良,gai3liang2,to amend,verb
620,盖章,蓋章,gai4zhang1,to seal,verb
621,干旱,乾旱,gan1han4,drought,noun
622,尴尬,尷尬,gan1ga4,embarrassed,adjective
623,干扰,干擾,gan1rao3,to disturb,verb
624,干涉,干涉,gan1she4,to interfere,verb
625,甘心,甘心,gan1xin1,willing,adjective
626,干预,干預,gan1yu4,intervention,noun
627,感慨,感慨,gan3kai3,feeling,noun
628,感染,感染,gan3ran3,infection,noun
629,干劲,幹勁,gan4jin4,energy,noun
630,纲领,綱領,gang1ling3,program,noun
631,港口,港口,gang3kou3,harbor,noun
632,港湾,港灣,gang3wan1,harbor,noun
633,岗位,崗位,gang3wei4,post,noun
634,杠杆,杠杆,gang4gan3,lever,noun
635,高超,高超,gao1chao1,superb,adjective
636,高峰,高峰,gao1feng1,peak,noun
637,高考,高考,gao1kao3,college entrance examination,noun
638,高明,高明,gao1ming2,wise,adjective
639,高尚,高尚,gao1shang4,nobility,noun
640,高涨,高漲,gao1zhang3,to upsurge,verb
641,稿件,稿件,gao3jian4,contribution,noun
642,告辞,告辭,gao4ci2,to leave,verb
643,告诫,告誡,gao4jie4,to warn,verb
644,割,割,ge1,to cut,verb
645,搁,擱,ge1,to put,verb
646,疙瘩,疙瘩,ge1da5,lump,noun
647,歌颂,歌頌,ge1song4,to praise,verb
648,隔阂,隔閡,ge2he2,gulf,noun
649,格局,格局,ge2ju2,structure,noun
650,隔离,隔離,ge2li2,to separate,verb
651,格式,格式,ge2shi5,format,noun
652,各抒己见,各抒己見,ge4shu1ji3jian4,to air their own views,verb
653,个体,個體,ge4ti3,individual,noun
654,跟前,跟前,gen1qian2,in front of,adverb
655,根深蒂固,根深蒂固,gen1shen1di4gu4,inveterate,adjective
656,跟随,跟隨,gen1sui2,to follow,verb
657,根源,根源,gen1yuan2,germ,noun
658,跟踪,跟蹤,gen1zong1,to tail,verb
659,耕地,耕地,geng1di4,to plough,verb
660,更新,更新,geng1xin1,to renew,verb
661,更正,更正,geng1zheng4,to correct,verb
662,高潮,高潮,go1chao2,climax,noun
663,公安局,公安局,gong1an1ju2,police station,noun
664,公道,公道,gong1dao4,justice,noun
665,宫殿,宮殿,gong1dian4,palace,noun
666,工夫,工夫,gong1fu5,time,noun
667,公告,公告,gong1gao4,bulletin,noun
668,攻击,攻擊,gong1ji1,to attack,verb
669,供给,供給,gong1ji3,to supply,verb
670,恭敬,恭敬,gong1jing4,deferential,adjective
671,公关,公關,gong1guan1,public relations,noun
672,功课,功課,gong1ke4,assignment,noun
673,攻克,攻克,gong1ke4,to capture,verb
674,功劳,功勞,gong1lao2,credit,noun
675,公民,公民,gong1min2,citizen,noun
676,公婆,公婆,gong1po2,parents-in-law,noun
677,公然,公然,gong1ran2,in public,adverb
678,公认,公認,gong1ren4,recognized,adjective
679,公式,公式,gong1shi4,formula,noun
680,公务,公務,gong1wu4,official business,noun
681,功效,功效,gong1xiao4,efficacy,noun
682,工艺品,工藝品,gong1yi4pin3,craft,noun
683,公正,公正,gong1zheng4,justness,noun
684,公证,公證,gong1zheng4,notarization,noun
685,巩固,鞏固,gong3gu4,to consolidate,verb
686,供不应求,供不應求,gong1bu4ying1qiu2,In short supply,noun
687,共和国,共和國,gong4he2guo2,republic,noun
688,共计,共計,gong4ji4,in total,verb
689,共鸣,共鳴,gong4ming2,resonance,noun
690,勾结,勾結,gou1jie2,collusion,noun
691,钩子,鉤子,gou1zi5,hook,noun
692,构思,構思,gou4si1,to conceive,verb
693,孤独,孤獨,gu1du2,loneliness,noun
694,辜负,辜負,gu1fu4,to let down,verb
695,姑且,姑且,gu1qie3,tentatively,adverb
696,故障,故障,gu4zhang4,malfunction,noun
697,股东,股東,gu3dong1,stockholder,noun
698,古董,古董,gu3dong3,antique,noun
699,鼓动,鼓動,gu3dong4,instigation,noun
700,股份,股份,gu3fen4,stock,noun
701,骨干,骨幹,gu3gan4,backbone,noun
702,古怪,古怪,gu3guai4,oddity,noun
703,顾虑,顧慮,gu4lv4,apprehension,noun
704,固然,固然,gu4ran2,admittedly,adverb
705,顾问,顧問,gu4wen4,consultant,noun
706,故乡,故鄉,gu4xiang1,hometown,noun
707,固有,固有,gu4you3,inherent,adverb
708,固执,固執,gu4zhi5,bigotry,noun
709,拐杖,拐杖,guai3zhang4,crutch,noun
710,官方,官方,guan1fang1,official,adjective
711,观光,觀光,guan1guang1,sightseeing,noun
712,关照,關照,guan1zhao4,to care,verb
713,管辖,管轄,guan3xia2,to have jurisdiction over sth.,verb
714,罐,罐,guan4,jar,noun
715,贯彻,貫徹,guan4che4,to implement,verb
716,灌溉,灌溉,guan4gai4,irrigation,noun
717,惯例,慣例,guan4li4,routine,noun
718,光彩,光彩,guang1cai3,honorable,adjective
719,光辉,光輝,guang1hui1,light,noun
720,光芒,光芒,guang1mang2,light,noun
721,广阔,廣闊,guang3kuo4,widest,adjective
722,规范,規範,gui1fan4,norms,noun
723,规格,規格,gui1ge2,spec,noun
724,归根结底,歸根結底,gui1gen1jie2di3,in the final analysis,conjunction
725,规划,規劃,gui1hua4,programming,noun
726,归还,歸還,gui1huan2,to return,verb
727,归纳,歸納,gui1na4,to generalize,verb
728,规章,規章,gui1zhang1,regulations,noun
729,轨道,軌道,gui3dao4,orbit,noun
730,跪,跪,gui4,to kneel,verb
731,贵族,貴族,gui4zu2,nobility,noun
732,棍棒,棍棒,gun4bang4,billy,noun
733,国防,國防,guo2fang2,national defense,noun
734,国务院,國務院,guo2wu4yuan4,State Department,noun
735,果断,果斷,guo3duan4,decisive,adjective
736,过度,過度,guo4du4,in excess,adverb
737,过渡,過渡,guo4du4,transition,noun
738,过奖,過獎,guo4jiang3,to overpraise,verb
739,过滤,過濾,guo4lv4,to filtrate,verb
740,过失,過失,guo4shi1,lapse,noun
741,过问,過問,guo4wen4,to interfere,verb
742,过瘾,過癮,guo4yin3,enjoyable,adjective
743,过于,過於,guo4yu2,excessively,adverb
744,海拔,海拔,hai3ba2,altitude,noun
745,海滨,海濱,hai3bin1,shore,noun
746,嗨,嗨,hai5,hi,auxiliary
747,含糊,含糊,han2hu5,ambiguous,adjective
748,寒暄,寒暄,han2xuan1,greetings,noun
749,含义,含義,han2yi4,meanings,noun
750,罕见,罕見,han3jian4,rarely,adverb
751,捍卫,捍衛,han4wei4,to safeguard,verb
752,航空,航空,hang2kong1,aviation,noun
753,行列,行列,hang2lie4,rank,noun
754,航行,航行,hang2xing2,to navigate,verb
755,航天,航天,hang2tian1,spaceflight,noun
756,豪迈,豪邁,hao2mai4,heroic,adjective
757,毫米,毫米,hao2mi3,millimeter,noun
758,毫无,毫無,hao2wu2,none,adverb
759,耗费,耗費,hao4fei4,to cost,verb
760,好客,好客,hao4ke4,hospitable,adjective
761,号召,號召,hao4zhao4,to call on,verb
762,和蔼,和藹,he2ai3,amiable,adjective
763,合并,合併,he2bing4,to merge,verb
764,合成,合成,he2cheng2,to synthesize,verb
765,合乎,合乎,he2hu1,to conform,verb
766,合伙,合夥,he2huo3,to form a partnership,verb
767,和解,和解,he2jie3,to compromise,verb
768,和睦,和睦,he2mu4,concord,noun
769,和气,和氣,he2qi4,polite,adjective
770,合身,合身,he2shen1,fit,adjective
771,和算,和算,he2suan4,"worthwhile
",adjective
772,和谐,和諧,he2xie2,harmonious,adverb
773,呵,呵,he5,oh,auxiliary
774,嘿,嘿,hei5,hey,auxiliary
775,痕迹,痕跡,hen2ji4,trace,noun
776,狠心,狠心,hen3xin1,heartless,adjective
777,恨不得,恨不得,hen4bu4de2,to be anxious to,verb
778,哼,哼,heng5,hum,noun
779,烘,烘,hong1,to bake,verb
780,轰动,轟動,hong1dong4,sensation,noun
781,红包,紅包,hong2bao1,red envelope,noun
782,宏观,宏觀,hong2guan1,macroscopic,adjective
783,洪水,洪水,hong2shui3,flood,noun
784,宏伟,宏偉,hong2wei3,magnificent,adjective
785,哄,哄,hong3,hubbub,verb
786,喉咙,喉嚨,hou1long5,throat,noun
787,吼,吼,hou3,to roar,verb
788,后代,後代,hou4dai4,offspring,noun
789,后顾之忧,後顧之憂,hou4gu4zhi1you1,worries,noun
790,后勤,後勤,hou4qin2,logistics,noun
791,候选,候選,hou4xuan3,to candidate for,verb
792,忽略,忽略,hu1lve4,to ignore,verb
793,呼啸,呼嘯,hu1xiao4,to scream,verb
794,呼吁,呼籲,hu1yu4,to appeal to,verb
795,胡乱,胡亂,hu2luan4,at random,adverb
796,湖泊,湖泊,hu2po1,lake,noun
797,互联网,互聯網,hu4lian2wang3,internet,noun
798,花瓣,花瓣,hua1ban4,petal,noun
799,华丽,華麗,hua2li4,gorgeous,adjective
800,华侨,華僑,hua2qiao2,overseas Chinese,noun
801,化肥,化肥,hua4fei2,fertilizer,noun
802,划分,劃分,hua4fen1,to compartmentalize,verb
803,画蛇添足,畫蛇添足,hua4she2tian1zu2,to gild,verb
804,化石,化石,hua4shi2,fossil,noun
805,话筒,話筒,hua4tong3,mike,noun
806,化验,化驗,hua4yan4,assay,noun
807,化妆,化妝,hua4zhuang1,makeup,noun
808,怀孕,懷孕,huai2yun4,pregnancy,noun
809,欢乐,歡樂,huan1le4,jollification,noun
810,环节,環節,huan2jie2,link,noun
811,还原,還原,huan2yuan2,to revert,verb
812,缓和,緩和,huan3he2,to abate,verb
813,患者,患者,huan4zhe3,sufferer,noun
814,荒凉,荒涼,huang1liang2,desolation,noun
815,慌忙,慌忙,huang1mang2,in a great rush,verb
816,荒谬,荒謬,huang1miu4,ridiculous,adjective
817,荒唐,荒唐,huang1tang2,ridiculous,adjective
818,黄昏,黃昏,huang2hun1,dusk,noun
819,恍然大悟,恍然大悟,huang3ran2da4wu4,to take a tumble,verb
820,辉煌,輝煌,hui1huang2,resplendence,noun
821,挥霍,揮霍,hui1huo4,to devour,verb
822,回报,回報,hui2bao4,to redound,verb
823,回避,回避,hui2bi4,to shy away,verb
824,回顾,回顧,hui2gu4,to retrospect,verb
825,回收,回收,hui2shou1,to reclaim,verb
826,悔恨,悔恨,hui3hen4,to regret,verb
827,毁灭,毀滅,hui3mie4,to destroy,verb
828,汇报,彙報,hui4bao4,to report,verb
829,贿赂,賄賂,hui4lu4,to bribe,verb
830,会晤,會晤,hui4wu4,to contact,verb
831,昏迷,昏迷,hun1mi2,to lose consciousness ,verb
832,浑身,渾身,hun2shen1,all over the body,adverb
833,混合,混合,hun4he2,to mixture,verb
834,混乱,混亂,hun4luan4,chaos,noun
835,混淆,混淆,hun4xiao2,confusion,noun
836,混浊,混濁,hun2zhuo2,turbidity,noun
837,活该,活該,huo2gai1,you deserve it,other
838,活力,活力,huo2li4,energy,noun
839,火箭,火箭,huo3jian4,rocket,noun
840,火焰,火焰,huo3yan4,flame,noun
841,火药,火藥,huo3yao4,gunpowder,noun
842,货币,貨幣,huo4bi4,currency,noun
843,或者,或者,huo4zhe3,or,conjunction
844,基地,基地,ji1di4,base,noun
845,机动,機動,ji1dong4,iocomotive,adjective
846,饥饿,饑餓,ji1‘e4,hunger,noun
847,激发,激發,ji1fa1,to wake,verb
848,机构,機構,ji1gou4,organization,noun
849,机关,機關,ji1guan1,department,noun
850,基金,基金,ji1jin1,fund,noun
851,激励,激勵,ji1li1,to inspire,verb
852,机灵,機靈,ji1ling5,shrewd,adjective
853,机密,機密,ji1mi4,secret,noun
854,激情,激情,ji1qing2,strong emotion,noun
855,讥笑,譏笑,ji1xiao4,to fleer,verb
856,机械,機械,ji1xie4,machine,noun
857,基因,基因,ji1yin1,gene,noun
858,机遇,機遇,ji1yu4,opportunity,noun
859,机智,機智,ji1zhi4,witty,adjective
860,即便,即便,ji2bian4,even if,conjunction
861,级别,級別,ji2bie2,grade,noun
862,疾病,疾病,ji2bing4,aliment,noun
863,嫉妒,嫉妒,ji2du4,to begrudge,verb
864,极端,極端,ji2duan1,uttermost,noun
865,急功近利,急功近利,ji2gong1jin4li4,eager for instant success and quick profits,adjective
866,籍贯,籍貫,ji2guan4,native place,noun
867,即将,即將,ji2jiang1,about to,adverb
868,急剧,急劇,ji2ju4,sharply,adverb
869,急切,急切,ji2qie4,impatient,adjective
870,极限,極限,ji2xian4,limit,noun
871,急于求成,急於求成,ji2yu2qiu2cheng2,to be impatient for success,adjective
872,及早,及早,ji2zao3,as soon as possible,adverb
873,急躁,急躁,ji2zao4,precipitancy,noun
874,给予,給予,ji3yu3,to administer,verb
875,继承,繼承,ji4cheng2,to inherit,verb
876,季度,季度,ji4du4,quarter,noun
877,忌讳,忌諱,ji4hui4,taboo,noun
878,计较,計較,ji4jiao4,to argue with,verb
879,寂静,寂靜,ji4jing4,quietude,noun
880,季军,季軍,ji4jun1,third place,noun
881,技能,技能,ji4neng2,skill,noun
882,技巧,技巧,ji4qiao3,technique,noun
883,寄托,寄託,ji4tuo1,to entrust the care of,verb
884,继往开来,繼往開來,ji4wang3kai1lai2,to continue with the past and open up the future,verb
885,迹象,跡象,ji4xiang4,evidence,noun
886,记性,記性,ji4xing5,memory,noun
887,纪要,紀要,ji4yao4,minutes,noun
888,记载,記載,ji4zai3,to record,verb
889,家常,家常,jia1chang2,homemade,adjective
890,加工,加工,jia1gong1,to process,verb
891,家伙,傢伙,jia1huo5,fellow,noun
892,加剧,加劇,jia1ju4,to intensify,verb
893,家属,家屬,jia1shu3,sib,noun
894,佳肴,佳餚,jia1yao2,cate,noun
895,家喻户晓,家喻戶曉,jia1yu4hu4xiao3,widely known,adjective
896,夹杂,夾雜,jia1za2,inclusive,adjective
897,假设,假設,jia3she4,hypothesis,noun
898,坚定,堅定,jian1ding4,steady,adjective
899,监督,監督,jian1du1,to oversee,verb
900,尖端,尖端,jian1duan1,point,noun
901,坚固,堅固,jian1gu4,firm,adjective
902,艰难,艱難,jian1nan2,hardship,noun
903,坚韧,堅韌,jian1ren4,tough,adjective
904,坚实,堅實,jian1shi2,solid,adjective
905,监视,監視,jian1shi4,scrutiny,noun
906,坚硬,堅硬,jian1ying4,hard,adjective
907,监狱,監獄,jian1yu4,jail,noun
908,兼职,兼職,jian1zhi2,part-time job,noun
909,间接,間接,jian2jie1,indirect,adjective
910,拣,揀,jian3,to pick,verb
911,剪彩,剪綵,jian3cai3,ribbon-cutting,noun
912,简化,簡化,jian3hua4,to predigest,verb
913,简陋,簡陋,jian3lou4,simple and crude,adjective
914,检讨,檢討,jian3tao3,to review,verb
915,简体字,簡體字,jian3ti3zi4,simplified character,noun
916,检验,檢驗,jian3yan4,to checkout,verb
917,简要,簡要,jian3yao4,brief,adjective
918,溅,濺,jian4,to spatter,verb
919,鉴别,鑒別,jian4bie2,to distinguish,verb
920,间谍,間諜,jian4die2,spy,noun
921,鉴定,鑒定,jian4ding4,to authenticate,verb
922,间隔,間隔,jian4ge2,interval,noun
923,见多识广,見多識廣,jian4duo1shi2guang3,informed,adjective
924,见解,見解,jian4jie3,opinion,noun
925,健全,健全,jian4quan2,robust,adjective
926,践踏,踐踏,jian4ta4,to stomp,verb
927,舰艇,艦艇,jian4ting3,warship,noun
928,见闻,見聞,jian4wen2,knowledge,noun
929,见义勇为,見義勇為,jian4yi4yong3wei2,courageous,adjective
930,鉴于,鑒於,jian4yu2,in view of,preposition
931,将近,將近,jiang1jin4,almost,adverb
932,将军,將軍,jiang1jun5,general,noun
933,僵硬,僵硬,jiang1ying4,ankylosis,noun
934,桨,槳,jiang3,oar,noun
935,奖励,獎勵,jiang3li4,award,noun
936,奖赏,獎賞,jiang3shang3,guerdon,noun
937,交叉,交叉,jiao1cha1,to across,verb
938,交代,交代,jiao1dai4,to account,verb
939,焦点,焦點,jiao1dian3,focus,noun
940,焦急,焦急,jiao1ji2,fuss,noun
941,娇气,嬌氣,jiao1qi4,effeminate,adjective
942,交涉,交涉,jiao1she4,negotiation,noun
943,交往,交往,jiao1wang3,intercourse,noun
944,交易,交易,jiao1yi4,to trade,verb
945,搅拌,攪拌,jiao3ban4,to stir,verb
946,角落,角落,jiao3luo4,corner,noun
947,缴纳,繳納,jiao3na4,to pay,verb
948,较量,較量,jiao4liang4,bout,noun
949,教养,教養,jiao4yang3,upbringing,noun
950,皆,皆,jie1,all,adverb
951,阶层,階層,jie1ceng2,stratum,noun
952,揭发,揭發,jie1fa1,exposure,noun
953,接连,接連,jie1lian2,successively,adverb
954,揭露,揭露,jie1lu4,to disclose,verb
955,杰出,傑出,jie2chu1,outstanding,adjective
956,竭尽全力,竭盡全力,jie2jin4quan2li4,to lay oneself out,verb
957,结晶,結晶,jie2jing1,rime,noun
958,结局,結局,jie2ju2,drop scene,noun
959,结算,結算,jie2suan4,settlement,noun
960,截至,截至,jie2zhi4,up to,preposition
961,节奏,節奏,jie2zou4,rhythm,noun
962,解除,解除,jie3chu2,to deliquesce,verb
963,解雇,解雇,jie3gu4,to dismiss,verb
964,解剖,解剖,jie3pou1,to anatomize,verb
965,解散,解散,jie3san4,to disband,verb
966,戒备,戒備,jie4bei4,to watch out for,verb
967,借鉴,借鑒,jie4jian4,reference,noun
968,界限,界限,jie4xian4,ambit,noun
969,借助,借助,jie4zhu4,by dint of,verb
970,津津有味,津津有味,jin1jin1you3wei4,to do something with keen pleasure,verb
971,金融,金融,jin1rong2,finance,noun
972,尽快,儘快,jin3kuai4,as soon as possible,adverb
973,紧密,緊密,jin3mi4,close,adjective
974,紧迫,緊迫,jin3po4,urgent,adjective
975,锦绣前程,錦繡前程,jin3xiu4qian2cheng2,bright future,noun
976,进而,進而,jin4er2,then,adverb
977,进攻,進攻,jin4gong1,onset,noun
978,进化,進化,jin4hua4,evolution,noun
979,近来,近來,jin4lai2,lately,adverb
980,浸泡,浸泡,jin4pao4,to soak,verb
981,晋升,晉升,jin4sheng1,to promote,verb
982,近视,近視,jin4shi4,myopia,noun
983,劲头,勁頭,jin4tou2,energy,noun
984,进展,進展,jin4zhan3,headway,noun
985,茎,莖,jing4,stem,noun
986,精打细算,精打細算,jing1da3xi4suan4,to pinch pennies,verb
987,惊动,驚動,jing1dong4,to startle,verb
988,经费,經費,jing1fei4,outlay,noun
989,精华,精華,jing1hua2,elite,noun
990,精简,精簡,jing1jian3,to condense,verb
991,兢兢业业,兢兢業業,jing1jing1ye4ye4,cautious and conscientious,adjective
992,精密,精密,jing1mi4,exactitude,noun
993,惊奇,驚奇,jing1qi2,wonder,noun
994,精确,精確,jing1que4,precise,adjective
995,经商,經商,jing1shang1,to trade,verb
996,精通,精通,jing1tong1,mastery,noun
997,经纬,經緯,jing1wei3,longitude and latitude,noun
998,精心,精心,jing1xin1,carefully,adverb
999,惊讶,驚訝,jing1ya4,surprise,noun
1000,精益求精,精益求精,jing1yi4qiu2jing1,to seek for greater perfection/ constantly improve sth,verb
1001,精致,精緻,jing1zhi4,refinement,noun
1002,井,井,jing3,well,noun
1003,警告,警告,jing3gao4,to warn,verb
1004,警惕,警惕,jing3ti4,to alert,verb
1005,颈椎,頸椎,jing3zhui1,cervical vertebra,noun
1006,境界,境界,jing4jie4,stature,noun
1007,敬礼,敬禮,jing4li3,salute,noun
1008,竞赛,競賽,jing4sai4,contest,noun
1009,镜头,鏡頭,jing4tou2,lens,noun
1010,竞选,競選,jing4xuan3,election,noun
1011,纠纷,糾紛,jiu1fen1,dispute,noun
1012,纠正,糾正,jiu1zheng4,to correct,verb
1013,酒精,酒精,jiu3jing1,alcohol,noun
1014,救济,救濟,jiu4ji5,almsgiving,noun
1015,就近,就近,jiu4jin4,nearby,adverb
1016,就业,就業,jiu4ye4,to obtain employment,verb
1017,就职,就職,jiu4zhi2,accession,noun
1018,鞠躬,鞠躬,ju1gong1,to bow,verb
1019,拘留,拘留,ju1liu2,custody,noun
1020,拘束,拘束,ju1shu4,to restrict,verb
1021,居住,居住,ju1zhu4,inhabitation,noun
1022,局部,局部,ju2bu4,part,adjective
1023,局面,局面,ju2mian4,conjuncture,noun
1024,局势,局勢,ju2shi4,situation,noun
1025,局限,局限,ju2xian4,localization,noun
1026,举动,舉動,ju3dong4,comport,noun
1027,咀嚼,咀嚼,ju3jue2,to chaw,verb
1028,沮丧,沮喪,ju3sang4,depression,noun
1029,举世闻名,舉世聞名,ju3shi4wen2ming2,world-renowned,adjective
1030,举世瞩目,舉世矚目,ju3shi4zhu3mu4,to draw worldwide attention,verb
1031,举足轻重,舉足輕重,ju3zu2qing1zhong4,to hold the balance,verb
1032,剧本,劇本,ju4ben3,scenario,noun
1033,聚精会神,聚精會神,ju4jing1hui4shen2,to gather oneself together,verb
1034,剧烈,劇烈,ju4lie4,acute,adjective
1035,据悉,據悉,ju4xi1,it is reported,preposition
1036,决策,決策,jue2ce4,decision,noun
1037,绝望,絕望,jue2wang4,despair,noun
1038,觉悟,覺悟,jue2wu4,consciousness,noun
1039,觉醒,覺醒,jue2xing3,arousal,noun
1040,军队,軍隊,jun1dui4,troop,noun
1041,卡通,卡通,ka3tong1,cartoon,noun
1042,开采,開採,kai1cai3,exploitation,noun
1043,开除,開除,kai1chu2,to disemploy,verb
1044,开阔,開闊,kai1kuo4,to widen,verb
1045,开朗,開朗,kai1lang3,outgoing,adjective
1046,开明,開明,kai1ming2,enlightened,adjective
1047,开辟,開闢,kai1pi4,to open up,verb
1048,开水,開水,kai1shui3,boiled water,noun
1049,开拓,開拓,kai1tuo4,to bring forth,verb
1050,开展,開展,kai1zhan3,to develop,verb
1051,开支,開支,kai1zhi1,expenditure,noun
1052,刊登,刊登,kan1deng1,to publish,verb
1053,勘探,勘探,kan1tan4,to  reconnoitre,verb
1054,刊物,刊物,kan1wu4,publication,noun
1055,看待,看待,kan4dai4,to regard,verb
1056,看望,看望,kan4wang4,to visit,verb
1057,慷慨,慷慨,kang1kai3,generosity,noun
1058,扛,扛,kang2,to shoulder,verb
1059,考察,考察,kao3cha2,exploration,noun
1060,考古,考古,kao3gu3,archaeology,noun
1061,考核,考核,kao3he2,to examine,verb
1062,考验,考驗,kao3yan4,to test,verb
1063,靠拢,靠攏,kao4long3,to close,verb
1064,磕,磕,ke1,to knock,verb
1065,颗粒,顆粒,ke1li4,granule,noun
1066,科目,科目,ke1mu4,subject,noun
1067,可观,可觀,ke3guan1,considerable,adjective
1068,可口,可口,ke3kou3,tasty,adjective
1069,渴望,渴望,ke3wang4,aspiration,noun
1070,可恶,可惡,ke3wu4,hateful,adjective
1071,可笑,可笑,ke3xiao4,laughable,adjective
1072,可行,可行,ke3xing2,feasible,adjective
1073,刻不容缓,刻不容緩,ke4bu4rong2huan3,instant,adjective
1074,客户,客戶,ke4hu4,client,noun
1075,课题,課題,ke4ti2,task,noun
1076,啃,啃,ken3,to nibble,verb
1077,恳切,懇切,ken3qie4,earnest,adjective
1078,坑,坑,keng1,hole,noun
1079,空洞,空洞,kong1dong4,cavity,noun
1080,空前绝后,空前絕後,kong1qian2jue2hou4,to surpass the past and future,verb
1081,空想,空想,kong1xiang3,escapism,noun
1082,空虚,空虛,kong1xu1,hollowness,noun
1083,孔,孔,kong3,hole,noun
1084,恐吓,恐嚇,kong3he4,to threaten,verb
1085,恐惧,恐懼,kong3ju4,to dread,verb
1086,空白,空白,kong4bai2,blank,adjective
1087,空隙,空隙,kong4xi4,interspace,noun
1088,口气,口氣,kou3qi4,tone,noun
1089,口腔,口腔,kou3qiang1,oral cavity,noun
1090,口头,口頭,kou3tou2,oral,adjective
1091,口音,口音,kou3yin1,accent,noun
1092,枯竭,枯竭,ku1jie2,to dry up,verb
1093,枯燥,枯燥,ku1zao4,baldness,noun
1094,苦尽甘来,苦盡甘來,ku3jin4gan1lai2,pain past is pleasure,other
1095,挎,挎,kua4,to carry on the arm,verb
1096,跨,跨,kua4,to step across,verb
1097,快活,快活,kuai4huo2,cheerfulness,noun
1098,宽敞,寬敞,kuan1chuang3,spacious,adjective
1099,款待,款待,kuan3dai4,to feast,verb
1100,款式,款式,kuan3shi4,style,noun
1101,筐,筐,kuang4,basket,noun
1102,框架,框架,kuang4jia4,frame,noun
1103,旷课,曠課,kuang4ke4,absenteeism,noun
1104,况且,況且,kuang4qie3,besides,conjunction
1105,亏待,虧待,kui1dai4,to treat unfairly,verb
1106,亏损,虧損,kui1sun3,to loss,verb
1107,昆虫,昆蟲,kun1chong2,insect,noun
1108,捆绑,捆綁,kun3bang3,seizing,noun
1109,扩充,擴充,kuo4chong1,to extend,verb
1110,扩散,擴散,kuo4san4,to diffuse,verb
1111,扩张,擴張,kuo4zhang1,to expand,verb
1112,喇叭,喇叭,la3ba5,horn,noun
1113,啦,啦,la5,la,auxiliary
1114,来历,來歷,lai2li4,origin,noun
1115,来源,來源,lai2yuan2,source,noun
1116,栏目,欄目,lan2mu4,column,noun
1117,懒惰,懶惰,lan3duo4,indolence,noun
1118,狼狈,狼狽,lang2bei4,bewilderment,noun
1119,朗读,朗讀,lang3du2,read aloud,verb
1120,捞,撈,lao1,to gain,verb
1121,唠叨,嘮叨,lao2dao5,to chatter,verb
